Date,Activity,Activity type,Unit,Amount planned
2025-01-25,Foundation pouring,Building,m3,1110.0095933945554
2025-02-15,Subbase application,Road,m2,840.9047087890037
2025-10-25,Rolling/Tractor,Road,m2,1606.4463118414678
2025-04-11,Rolling/Tractor,Road,m2,3331.013005342567
2025-10-03,Iron mining,Railway,m3,896.83324196283
2025-07-05,Walling,Building,m2,4703.96316047043
2025-08-22,Coat preparation,Road,L,1457.253428272466
2025-10-23,Rolling/Tractor,Road,m2,3953.931457919131
2025-03-20,Ballast,Railway,m3,1537.9222441779605
2025-05-07,Foundation pouring,Building,m3,604.7636151072039
2025-10-10,Ballast,Railway,m3,3822.6872878753825
2025-04-24,Pavement,Road,m2,185.19533136083567
2025-06-18,Rolling/Tractor,Road,m2,3972.1724823086543
2025-12-17,Rolling/Tractor,Road,m2,4756.996068003411
2025-08-28,Removing trees,Building,m2,689.9219194607048
2025-12-22,Walling,Building,m2,3590.3727989569943
2025-01-11,Terrain leveling,Building,m3,662.4199281323151
2025-01-15,Terrain leveling,Building,m3,2451.883542042416
2025-03-20,Iron mining,Railway,m3,666.525705643638
2025-01-19,Walling,Building,m2,4598.046027344638
2025-04-30,Ballast,Railway,m3,1156.387660535278
2025-04-16,Laying steel rail,Railway,m,1539.691610577334
2025-04-23,Iron mining,Railway,m3,2127.9000135189735
2025-11-08,Subbase application,Road,m2,2216.7036043554717
2025-02-07,Pavement,Road,m2,1200.7045884621066
2025-02-24,Laying steel rail,Railway,m,3080.7566365833577
2025-11-02,Cement making,Building,m3,1890.9788924220366
2025-03-03,Rolling/Tractor,Road,m2,77.56867943024326
2025-06-02,Removing trees,Building,m2,2505.0104530309395
2025-06-07,Laying steel rail,Railway,m,2924.4242991971846
2025-02-11,Laying steel rail,Railway,m,4042.944552158647
2025-10-24,Foundation pouring,Building,m3,4839.588013902052
2025-01-20,Foundation pouring,Building,m3,1840.0764972476002
2025-02-16,Anchorage,Railway,m2,1865.8934290159668
2025-01-18,Laying steel rail,Railway,m,1312.4993161462223
2025-09-05,Pavement,Road,m2,3681.282844788171
2025-12-16,Cement making,Building,m3,3334.5352869202343
2025-11-01,Pavement,Road,m2,766.3094211823035
2025-04-02,Ballast,Railway,m3,223.77823841219723
2025-02-05,Iron mining,Railway,m3,636.3886260878015
2025-10-25,Anchorage,Railway,m2,1609.2286282611724
2025-01-10,Rolling/Tractor,Road,m2,600.5548849930326
2025-12-07,Ballast,Railway,m3,1219.2715625966011
2025-02-14,Laying steel rail,Railway,m,1906.1879965129963
2025-05-28,Rolling/Tractor,Road,m2,756.3422037061368
2025-11-22,Ballast,Railway,m3,820.0369835909038
2025-12-27,Removing trees,Building,m2,978.1672881408282
2025-07-28,Pavement,Road,m2,3001.1675714134626
2025-10-30,Laying steel rail,Railway,m,132.41597797179594
2025-11-20,Iron mining,Railway,m3,2684.3692545844765
2025-05-21,Terrain leveling,Building,m3,1290.313619616395
2025-08-18,Anchorage,Railway,m2,628.1054869801417
2025-06-02,Walling,Building,m2,2489.978036051727
2025-12-17,Removing trees,Building,m2,2326.202205098534
2025-06-21,Terrain leveling,Building,m3,2073.537817562856
2025-07-21,Foundation pouring,Building,m3,4645.923856191253
2025-01-06,Foundation pouring,Building,m3,3121.965898745153
2025-03-30,Subbase application,Road,m2,1267.554059414714
2025-06-17,Removing trees,Building,m2,443.34991538435673
2025-07-17,Cement making,Building,m3,164.61589520045504
2025-06-27,Rolling/Tractor,Road,m2,436.2642807023276
2025-05-16,Walling,Building,m2,4903.847691343682
2025-09-02,Coat preparation,Road,L,3159.09708203306
2025-11-14,Foundation pouring,Building,m3,1956.2856182850746
2025-12-06,Removing trees,Building,m2,3714.5998482100736
2025-10-06,Walling,Building,m2,2113.4594798006124
2025-10-30,Cement making,Building,m3,1279.4236508958923
2025-05-08,Subbase application,Road,m2,2785.8118990446255
2025-01-02,Iron mining,Railway,m3,2740.700069175198
2025-01-24,Laying steel rail,Railway,m,1635.9383333388844
2025-12-11,Pavement,Road,m2,3462.43098984192
2025-09-30,Pavement,Road,m2,4050.8781900324766
2025-08-12,Walling,Building,m2,1507.0354127664898
2025-06-03,Cement making,Building,m3,3191.154339813238
2025-12-16,Walling,Building,m2,3042.220977321833
2025-02-25,Rolling/Tractor,Road,m2,1247.0843731443492
2025-12-27,Laying steel rail,Railway,m,4327.62955054006
2025-11-09,Foundation pouring,Building,m3,3484.4877519979477
2025-06-06,Foundation pouring,Building,m3,3803.545161104947
2025-03-12,Terrain leveling,Building,m3,3243.583368788522
2025-10-20,Foundation pouring,Building,m3,2396.3359172146747
2025-08-16,Subbase application,Road,m2,4259.771883499494
2025-03-19,Walling,Building,m2,260.07124289023744
2025-12-24,Walling,Building,m2,3168.161741583595
2025-11-23,Ballast,Railway,m3,2135.641901653082
2025-07-02,Foundation pouring,Building,m3,1422.053118799577
2025-02-18,Rolling/Tractor,Road,m2,219.3178635200721
2025-11-24,Terrain leveling,Building,m3,4857.9123922097315
2025-09-06,Subbase application,Road,m2,3580.4783783789912
2025-04-10,Cement making,Building,m3,956.334416771365
2025-02-28,Laying steel rail,Railway,m,488.59567369594623
2025-08-24,Iron mining,Railway,m3,2332.6195038759174
2025-01-30,Rolling/Tractor,Road,m2,2534.6735399379277
2025-11-20,Pavement,Road,m2,3916.319522570928
2025-08-30,Walling,Building,m2,741.3357831007116
2025-12-16,Foundation pouring,Building,m3,592.7079814653586
2025-05-06,Laying steel rail,Railway,m,4324.606779429797
2025-08-16,Walling,Building,m2,4148.776131614335
2025-10-05,Cement making,Building,m3,821.9710600161678
2025-11-10,Subbase application,Road,m2,4232.080224111487
2025-11-18,Removing trees,Building,m2,4655.279971765532
2025-03-31,Coat preparation,Road,L,3654.490377135253
2025-10-10,Removing trees,Building,m2,3120.078316706346
2025-10-13,Subbase application,Road,m2,888.3963476193279
2025-07-14,Coat preparation,Road,L,4348.440044419327
2025-06-17,Iron mining,Railway,m3,1565.881883271104
2025-02-28,Ballast,Railway,m3,4090.777571534247
2025-12-08,Iron mining,Railway,m3,4429.322429138818
2025-07-01,Laying steel rail,Railway,m,4610.547559331355
2025-01-31,Subbase application,Road,m2,3644.205151565857
2025-03-20,Removing trees,Building,m2,2538.421605248555
2025-01-28,Walling,Building,m2,2993.007467349432
2025-06-14,Removing trees,Building,m2,2940.304334691305
2025-12-06,Removing trees,Building,m2,4965.861795845704
2025-04-02,Cement making,Building,m3,1914.4014826279376
2025-04-15,Walling,Building,m2,4564.516507743563
2025-12-14,Pavement,Road,m2,1841.112676334692
2025-03-20,Walling,Building,m2,4077.6999119621564
2025-08-07,Terrain leveling,Building,m3,4607.43019231563
2025-10-12,Walling,Building,m2,2677.1818782910163
2025-08-14,Removing trees,Building,m2,3153.256699747222
2025-01-24,Ballast,Railway,m3,2355.279429731236
2025-05-10,Terrain leveling,Building,m3,3025.957274511458
2025-05-23,Walling,Building,m2,2078.8066899887313
2025-12-11,Coat preparation,Road,L,63.757753047827826
2025-03-11,Anchorage,Railway,m2,2595.932813306821
2025-04-04,Cement making,Building,m3,187.4044351027504
2025-05-04,Walling,Building,m2,3797.3826354478597
2025-02-13,Rolling/Tractor,Road,m2,1688.770710057404
2025-10-25,Iron mining,Railway,m3,1020.0529765244071
2025-07-22,Terrain leveling,Building,m3,1537.7030618844024
2025-02-22,Removing trees,Building,m2,979.4591730825525
2025-05-06,Laying steel rail,Railway,m,1554.0528359195964
2025-11-17,Laying steel rail,Railway,m,1839.3908871365677
2025-04-15,Terrain leveling,Building,m3,4827.1536758063185
2025-08-08,Coat preparation,Road,L,1156.5325043497337
2025-09-10,Coat preparation,Road,L,1323.450396594667
2025-02-27,Removing trees,Building,m2,3380.2477736236174
2025-07-28,Cement making,Building,m3,1064.9135501064727
2025-08-20,Pavement,Road,m2,2220.7917849009286
2025-08-08,Coat preparation,Road,L,4743.510783943729
2025-02-15,Walling,Building,m2,4422.297916652698
2025-04-06,Iron mining,Railway,m3,1864.462741575893
2025-05-05,Removing trees,Building,m2,3361.293654041938
2025-07-14,Foundation pouring,Building,m3,3984.2448754651073
2025-08-03,Anchorage,Railway,m2,3930.379268897665
2025-03-24,Iron mining,Railway,m3,1876.182198124008
2025-10-15,Ballast,Railway,m3,3525.1082690158614
2025-06-01,Cement making,Building,m3,1361.7262543055792
2025-08-12,Terrain leveling,Building,m3,1716.9419429252237
2025-04-24,Foundation pouring,Building,m3,4480.721594917801
2025-03-03,Coat preparation,Road,L,3625.2089942637167
2025-09-24,Walling,Building,m2,3827.628231527388
2025-01-03,Ballast,Railway,m3,1776.9446158631008
2025-11-20,Removing trees,Building,m2,4488.120332193069
2025-06-09,Subbase application,Road,m2,4717.852545103886
2025-04-17,Cement making,Building,m3,603.9653701918024
2025-06-26,Walling,Building,m2,4084.8412624940793
2025-07-23,Rolling/Tractor,Road,m2,3252.6858144025805
2025-03-29,Cement making,Building,m3,2716.92469232794
2025-09-17,Cement making,Building,m3,928.2165550873373
2025-12-02,Coat preparation,Road,L,4534.902663056651
2025-06-15,Foundation pouring,Building,m3,4372.421570116698
2025-10-01,Rolling/Tractor,Road,m2,901.2027875833295
2025-12-19,Rolling/Tractor,Road,m2,4054.6764840468995
2025-04-02,Foundation pouring,Building,m3,1441.4673482625944
2025-02-06,Iron mining,Railway,m3,1994.3370942709844
2025-03-09,Iron mining,Railway,m3,4502.71133767832
2025-02-22,Iron mining,Railway,m3,2432.289350515325
2025-05-15,Terrain leveling,Building,m3,594.8197357297875
2025-09-06,Terrain leveling,Building,m3,3693.2606048926923
2025-02-05,Foundation pouring,Building,m3,2040.325481978929
2025-10-14,Ballast,Railway,m3,1347.3900094953917
2025-01-22,Foundation pouring,Building,m3,4291.243665745405
2025-12-26,Anchorage,Railway,m2,931.8134171945447
2025-12-27,Iron mining,Railway,m3,782.5037739242813
2025-02-18,Subbase application,Road,m2,4281.685012951957
2025-01-11,Subbase application,Road,m2,3022.4012343221652
2025-01-19,Walling,Building,m2,2242.996309364365
2025-09-21,Walling,Building,m2,3786.5051667903804
2025-06-12,Pavement,Road,m2,2791.4759098212917
2025-05-28,Anchorage,Railway,m2,1619.5393753595195
2025-01-05,Foundation pouring,Building,m3,2504.3756673467406
2025-11-23,Ballast,Railway,m3,3368.677029076852
2025-09-18,Ballast,Railway,m3,2863.53748019085
2025-06-03,Walling,Building,m2,4602.1266341055425
2025-05-15,Ballast,Railway,m3,994.1454168028907
2025-11-27,Foundation pouring,Building,m3,611.3713987207625
2025-10-13,Walling,Building,m2,1446.2279710636233
2025-10-21,Coat preparation,Road,L,3278.3760360039705
2025-02-05,Cement making,Building,m3,1334.3819399156093
2025-06-27,Walling,Building,m2,2606.778773567634
2025-11-26,Rolling/Tractor,Road,m2,2191.325283273044
2025-03-12,Foundation pouring,Building,m3,4786.708320236827
2025-11-05,Removing trees,Building,m2,2935.5975958304803
2025-05-19,Subbase application,Road,m2,3576.4410704801203
2025-07-06,Iron mining,Railway,m3,3372.74341036676
2025-01-11,Ballast,Railway,m3,752.5668594102974
2025-09-06,Cement making,Building,m3,1159.2354573970538
2025-07-04,Laying steel rail,Railway,m,2787.435252486475
2025-11-12,Anchorage,Railway,m2,3472.6994695824624
2025-10-16,Laying steel rail,Railway,m,564.090240737029
2025-05-13,Coat preparation,Road,L,2111.040223522663
2025-03-14,Iron mining,Railway,m3,1312.19311141887
2025-12-26,Coat preparation,Road,L,1044.066910391429
2025-11-13,Iron mining,Railway,m3,1443.0064442447842
2025-06-15,Foundation pouring,Building,m3,2768.2773115467953
2025-02-20,Terrain leveling,Building,m3,1148.6505628263567
2025-12-14,Pavement,Road,m2,169.56024361957478
2025-03-05,Walling,Building,m2,4503.708711532828
2025-01-29,Walling,Building,m2,3027.560881131168
2025-06-13,Pavement,Road,m2,4030.896717691462
2025-07-16,Subbase application,Road,m2,1144.0672206432112
2025-09-08,Anchorage,Railway,m2,2853.8303531801707
2025-03-02,Rolling/Tractor,Road,m2,3237.5920647456965
2025-10-03,Anchorage,Railway,m2,3417.7178985517567
2025-08-27,Coat preparation,Road,L,2905.8510716697506
2025-03-17,Ballast,Railway,m3,4493.730722778176
2025-09-23,Foundation pouring,Building,m3,3852.397180117316
2025-05-08,Coat preparation,Road,L,1647.4104774810887
2025-11-09,Iron mining,Railway,m3,4235.5158263063295
2025-01-10,Removing trees,Building,m2,4320.163095217128
2025-07-16,Cement making,Building,m3,3005.693443595775
2025-05-12,Ballast,Railway,m3,91.96118141578114
2025-09-22,Terrain leveling,Building,m3,4828.5385681744265
2025-12-24,Cement making,Building,m3,930.9907022352348
2025-03-09,Coat preparation,Road,L,3065.801831178686
2025-08-23,Iron mining,Railway,m3,3332.1712655587876
2025-07-01,Iron mining,Railway,m3,27.835564669226322
2025-02-12,Removing trees,Building,m2,163.1730196564335
2025-06-03,Walling,Building,m2,3583.0613249983967
2025-03-24,Coat preparation,Road,L,3907.526259135875
2025-01-14,Removing trees,Building,m2,4277.24761782675
2025-03-29,Removing trees,Building,m2,3375.343804393996
2025-01-26,Pavement,Road,m2,487.9930482467082
2025-06-12,Rolling/Tractor,Road,m2,2070.5918000767597
2025-07-05,Terrain leveling,Building,m3,3224.9885779710103
2025-02-21,Rolling/Tractor,Road,m2,4409.153540818918
2025-09-11,Pavement,Road,m2,4938.497061267446
2025-07-04,Subbase application,Road,m2,195.4395300598516
2025-11-24,Coat preparation,Road,L,2868.019417900458
2025-06-30,Rolling/Tractor,Road,m2,4930.154036153754
2025-08-16,Rolling/Tractor,Road,m2,4848.1572688153865
2025-11-02,Pavement,Road,m2,4053.0860711453743
2025-09-20,Iron mining,Railway,m3,1183.9722650662493
2025-06-13,Walling,Building,m2,3459.3483430973433
2025-08-21,Foundation pouring,Building,m3,2855.266519136718
2025-10-05,Terrain leveling,Building,m3,3074.154330772053
2025-12-02,Rolling/Tractor,Road,m2,3346.6623046155946
2025-09-13,Rolling/Tractor,Road,m2,3860.6371876438407
2025-01-27,Cement making,Building,m3,1313.4744688433025
2025-12-03,Rolling/Tractor,Road,m2,3969.9406027710916
2025-03-26,Foundation pouring,Building,m3,864.3920619436352
2025-02-22,Cement making,Building,m3,4347.24054423082
2025-09-11,Foundation pouring,Building,m3,2799.999332077554
2025-09-16,Terrain leveling,Building,m3,1677.802014448806
2025-08-23,Coat preparation,Road,L,2817.163308820136
2025-06-17,Laying steel rail,Railway,m,3211.7752026261714
2025-02-05,Laying steel rail,Railway,m,3646.1336868884623
2025-02-06,Cement making,Building,m3,3535.2504224286768
2025-01-28,Removing trees,Building,m2,3799.579080196639
2025-10-04,Iron mining,Railway,m3,2470.023429133048
2025-11-21,Cement making,Building,m3,3097.313405509821
2025-08-12,Iron mining,Railway,m3,1869.3681681716805
2025-06-30,Pavement,Road,m2,3200.6296714917867
2025-02-14,Laying steel rail,Railway,m,437.5236334376159
2025-04-24,Coat preparation,Road,L,1906.3084769245859
2025-10-17,Coat preparation,Road,L,1814.1393017197427
2025-03-06,Coat preparation,Road,L,4069.722588321695
2025-12-08,Ballast,Railway,m3,3930.9730674410816
2025-05-08,Pavement,Road,m2,1453.1331370693745
2025-03-02,Subbase application,Road,m2,138.01085975483073
2025-11-12,Laying steel rail,Railway,m,2030.2289721441757
2025-05-04,Cement making,Building,m3,303.02780908638914
2025-09-27,Pavement,Road,m2,2869.060612303568
2025-12-12,Pavement,Road,m2,2177.482360080035
2025-01-09,Subbase application,Road,m2,507.4846571368613
2025-04-14,Ballast,Railway,m3,3879.4391977701266
2025-08-11,Rolling/Tractor,Road,m2,119.67035426218908
2025-09-23,Coat preparation,Road,L,2629.7419210884655
2025-04-14,Pavement,Road,m2,2937.5960203075097
2025-11-01,Iron mining,Railway,m3,571.5693242075643
2025-09-23,Rolling/Tractor,Road,m2,1573.13993492046
2025-11-24,Subbase application,Road,m2,1958.3490676184845
2025-09-04,Rolling/Tractor,Road,m2,616.5670659552025
2025-11-03,Terrain leveling,Building,m3,3485.1754741520344
2025-09-27,Pavement,Road,m2,1245.0366924386126
2025-04-28,Coat preparation,Road,L,3510.687450749559
2025-01-03,Pavement,Road,m2,1436.1766160311495
2025-07-14,Pavement,Road,m2,1237.9595578260787
2025-10-17,Walling,Building,m2,3669.651242495999
2025-07-07,Foundation pouring,Building,m3,2134.387533018152
2025-01-31,Ballast,Railway,m3,4933.698796634233
2025-11-24,Walling,Building,m2,4433.726463471361
2025-06-01,Rolling/Tractor,Road,m2,200.45563310698677
2025-09-22,Foundation pouring,Building,m3,3112.149101675411
2025-07-11,Subbase application,Road,m2,2856.9754727613904
2025-03-24,Anchorage,Railway,m2,4320.0996317110785
2025-05-03,Cement making,Building,m3,4488.554729675636
2025-09-27,Subbase application,Road,m2,610.3658401550239
2025-09-23,Ballast,Railway,m3,1814.5114926737433
2025-12-29,Foundation pouring,Building,m3,1079.5908129960442
2025-07-02,Laying steel rail,Railway,m,928.0438568426391
2025-07-11,Anchorage,Railway,m2,2556.682373904061
2025-10-25,Subbase application,Road,m2,542.1777752425588
2025-06-24,Cement making,Building,m3,2470.426087720266
2025-03-19,Anchorage,Railway,m2,1990.9692739852535
2025-11-22,Anchorage,Railway,m2,3925.0925487105587
2025-03-11,Pavement,Road,m2,3873.7741534626766
2025-05-15,Pavement,Road,m2,1643.8783120926792
2025-09-30,Foundation pouring,Building,m3,3602.1301680644106
2025-01-23,Subbase application,Road,m2,2814.4116527849155
2025-04-13,Walling,Building,m2,3652.113044152118
2025-07-04,Subbase application,Road,m2,918.9601665490721
2025-08-09,Subbase application,Road,m2,2025.2495154379797
2025-05-04,Removing trees,Building,m2,3456.9321596868717
2025-01-30,Removing trees,Building,m2,3560.454031065464
2025-04-06,Laying steel rail,Railway,m,1093.1817200866722
2025-09-11,Coat preparation,Road,L,1147.0802675773045
2025-07-18,Rolling/Tractor,Road,m2,2388.8019007010002
2025-09-18,Iron mining,Railway,m3,191.0303703359689
2025-01-25,Anchorage,Railway,m2,3509.680228053646
2025-09-16,Rolling/Tractor,Road,m2,554.8011407020048
2025-05-24,Foundation pouring,Building,m3,3452.135910214006
2025-06-03,Cement making,Building,m3,1598.0729507387969
2025-10-05,Ballast,Railway,m3,4586.37888643597
2025-11-10,Foundation pouring,Building,m3,2404.5972320282517
2025-10-31,Rolling/Tractor,Road,m2,4081.1035017036284
2025-11-01,Ballast,Railway,m3,2107.1531315610846
2025-09-15,Removing trees,Building,m2,4841.934934792161
2025-02-04,Coat preparation,Road,L,3775.6078910741026
2025-08-26,Subbase application,Road,m2,4450.2062690084695
2025-07-02,Subbase application,Road,m2,3270.8271774092577
2025-02-12,Laying steel rail,Railway,m,1626.0874135360498
2025-10-16,Terrain leveling,Building,m3,993.4654918858394
2025-07-31,Pavement,Road,m2,2532.6907258944393
2025-02-04,Anchorage,Railway,m2,572.4816958581247
2025-12-16,Foundation pouring,Building,m3,1778.6178192876062
2025-10-28,Rolling/Tractor,Road,m2,3291.4352639623185
2025-01-04,Ballast,Railway,m3,1930.5141930209118
2025-08-30,Removing trees,Building,m2,3785.9412786485814
2025-09-08,Ballast,Railway,m3,2301.4879471184286
2025-08-17,Terrain leveling,Building,m3,154.70768280325896
2025-10-24,Cement making,Building,m3,494.51191483043556
2025-11-07,Removing trees,Building,m2,797.8149438330851
2025-03-14,Pavement,Road,m2,3832.8198508282053
2025-09-28,Laying steel rail,Railway,m,4764.682229201241
2025-01-22,Iron mining,Railway,m3,1254.3865853095176
2025-09-08,Walling,Building,m2,192.7228770311551
2025-01-13,Walling,Building,m2,3259.2363701565073
2025-03-06,Rolling/Tractor,Road,m2,125.12234823983559
2025-02-22,Removing trees,Building,m2,3022.8703274179456
2025-03-11,Foundation pouring,Building,m3,1988.4559475238746
2025-04-17,Anchorage,Railway,m2,3194.680212526672
2025-05-17,Rolling/Tractor,Road,m2,4710.847680789765
2025-09-29,Walling,Building,m2,1226.8850635866706
2025-08-18,Foundation pouring,Building,m3,3588.7881091112035
2025-09-16,Foundation pouring,Building,m3,2289.182587115832
2025-09-06,Rolling/Tractor,Road,m2,832.1722034765199
2025-02-08,Iron mining,Railway,m3,50.754082847263014
2025-10-24,Laying steel rail,Railway,m,4296.073793020871
2025-05-13,Rolling/Tractor,Road,m2,1410.1534318234771
2025-06-06,Anchorage,Railway,m2,1354.5823120754092
2025-05-11,Subbase application,Road,m2,4852.492473647084
2025-04-21,Cement making,Building,m3,1593.9262857790725
2025-11-02,Foundation pouring,Building,m3,1661.6158391864756
2025-10-16,Pavement,Road,m2,3953.1912741768383
2025-05-26,Terrain leveling,Building,m3,4033.9343262984116
2025-12-18,Removing trees,Building,m2,872.1887843253951
2025-02-27,Foundation pouring,Building,m3,973.4119948211622
2025-11-24,Coat preparation,Road,L,1715.2931937686478
2025-03-27,Rolling/Tractor,Road,m2,2108.9268042617173
2025-10-17,Pavement,Road,m2,2322.072118370861
2025-07-08,Laying steel rail,Railway,m,1602.754274587509
2025-05-27,Pavement,Road,m2,4631.879315777062
2025-01-02,Cement making,Building,m3,621.0504637517195
2025-03-20,Subbase application,Road,m2,4378.748880592925
2025-11-17,Walling,Building,m2,1344.6027738993698
2025-02-28,Removing trees,Building,m2,3340.270066430672
2025-11-07,Laying steel rail,Railway,m,813.3019552308463
2025-08-31,Subbase application,Road,m2,2331.855011119175
2025-07-30,Anchorage,Railway,m2,1545.1974852354822
2025-05-09,Laying steel rail,Railway,m,4395.052311144855
2025-06-02,Laying steel rail,Railway,m,1546.9000642646197
2025-07-08,Pavement,Road,m2,3561.2685902956077
2025-07-17,Pavement,Road,m2,154.6761382273204
2025-07-28,Anchorage,Railway,m2,353.30319726835813
2025-02-12,Ballast,Railway,m3,2904.8531152825317
2025-09-23,Pavement,Road,m2,2286.1935235489454
2025-05-08,Walling,Building,m2,3040.062378822986
2025-03-20,Terrain leveling,Building,m3,3062.6192781823793
2025-07-13,Walling,Building,m2,198.15425045223267
2025-01-12,Foundation pouring,Building,m3,1739.9967215876788
2025-02-13,Iron mining,Railway,m3,1609.0067844285454
2025-07-18,Ballast,Railway,m3,4736.759987487608
2025-12-21,Removing trees,Building,m2,4718.445121175668
2025-08-03,Foundation pouring,Building,m3,301.40416812996506
2025-05-09,Rolling/Tractor,Road,m2,4467.518601654712
2025-08-07,Coat preparation,Road,L,3693.7516888686378
2025-11-08,Iron mining,Railway,m3,1550.7155422337871
2025-06-18,Rolling/Tractor,Road,m2,324.5829830625469
2025-01-30,Ballast,Railway,m3,351.5245237152742
2025-01-14,Anchorage,Railway,m2,15.090068280126934
2025-10-10,Cement making,Building,m3,1073.0849447080404
2025-04-22,Laying steel rail,Railway,m,4216.2929820661875
2025-02-19,Coat preparation,Road,L,3932.4445145864483
2025-09-22,Walling,Building,m2,862.2156941641307
2025-02-22,Foundation pouring,Building,m3,4427.937074684383
2025-12-19,Removing trees,Building,m2,1707.7119576006162
2025-02-18,Subbase application,Road,m2,301.07469604662816
2025-11-29,Walling,Building,m2,757.72722653481
2025-12-09,Rolling/Tractor,Road,m2,4249.653586997622
2025-11-09,Coat preparation,Road,L,261.69855424572285
2025-08-24,Anchorage,Railway,m2,2981.920868736983
2025-03-15,Terrain leveling,Building,m3,3803.8363992519153
2025-07-28,Laying steel rail,Railway,m,278.9236195741429
2025-11-29,Walling,Building,m2,2143.1726181043678
2025-03-03,Terrain leveling,Building,m3,4221.725292788019
2025-09-20,Cement making,Building,m3,2569.3571905436183
2025-11-03,Iron mining,Railway,m3,182.07863849623973
2025-04-27,Pavement,Road,m2,1860.9561755773784
2025-11-16,Coat preparation,Road,L,31.282401007403095
2025-03-22,Rolling/Tractor,Road,m2,2229.061291547237
2025-02-08,Cement making,Building,m3,3926.130537466508
2025-12-20,Rolling/Tractor,Road,m2,1463.8333606829856
2025-10-17,Walling,Building,m2,1038.7416877717149
2025-09-10,Pavement,Road,m2,3485.5201010808846
2025-01-02,Cement making,Building,m3,436.16647214123174
2025-11-08,Cement making,Building,m3,3541.7501173570245
2025-08-28,Rolling/Tractor,Road,m2,3635.4443843190543
2025-09-08,Foundation pouring,Building,m3,3843.5935933188125
2025-08-22,Laying steel rail,Railway,m,2981.48209578613
2025-05-30,Removing trees,Building,m2,2744.989941772085
2025-12-18,Laying steel rail,Railway,m,4161.94587197145
2025-02-16,Pavement,Road,m2,3941.515468780117
2025-01-01,Rolling/Tractor,Road,m2,4800.309777421707
2025-01-02,Terrain leveling,Building,m3,1189.8250097412465
2025-10-20,Removing trees,Building,m2,1992.2243898575364
2025-12-04,Ballast,Railway,m3,3870.061859042981
2025-01-23,Pavement,Road,m2,3880.2252424752005
2025-07-01,Foundation pouring,Building,m3,1268.556406509535
2025-07-10,Foundation pouring,Building,m3,328.1800113568573
2025-06-11,Walling,Building,m2,3732.580268579483
2025-09-08,Cement making,Building,m3,562.2933888256243
2025-10-29,Foundation pouring,Building,m3,1125.0225426606119
2025-02-04,Laying steel rail,Railway,m,1314.3778236030419
2025-12-25,Terrain leveling,Building,m3,3113.6972226331604
2025-05-02,Terrain leveling,Building,m3,3731.7401588899584
2025-05-28,Removing trees,Building,m2,3393.565836059394
2025-09-27,Subbase application,Road,m2,4724.592825015427
2025-07-09,Terrain leveling,Building,m3,633.3063702852237
2025-08-06,Coat preparation,Road,L,796.4136321565641
2025-12-01,Anchorage,Railway,m2,1730.1149455377351
2025-09-09,Laying steel rail,Railway,m,1957.0641789260324
2025-09-10,Terrain leveling,Building,m3,2364.984949941945
2025-04-04,Anchorage,Railway,m2,3436.5243893613797
2025-01-23,Pavement,Road,m2,2188.4523795623604
2025-02-15,Pavement,Road,m2,4404.467075738745
2025-02-20,Anchorage,Railway,m2,1594.2687383351379
2025-08-27,Rolling/Tractor,Road,m2,235.13201877095102
2025-04-22,Foundation pouring,Building,m3,2612.9015053953804
2025-12-23,Anchorage,Railway,m2,2437.465734025318
2025-01-13,Terrain leveling,Building,m3,2182.2602488150605
2025-06-26,Anchorage,Railway,m2,3768.5704182085665
2025-10-05,Ballast,Railway,m3,2930.5808396112016
2025-02-01,Walling,Building,m2,3257.3077504949088
2025-08-21,Walling,Building,m2,3683.830786075899
2025-07-28,Removing trees,Building,m2,3549.481528709739
2025-10-06,Ballast,Railway,m3,2532.038722903017
2025-01-03,Cement making,Building,m3,2733.2752262056097
2025-06-04,Coat preparation,Road,L,3347.216221440323
2025-12-12,Coat preparation,Road,L,2372.354795480455
2025-07-26,Removing trees,Building,m2,2828.493675054749
2025-04-03,Rolling/Tractor,Road,m2,3044.909036719358
2025-02-18,Removing trees,Building,m2,3193.097609831191
2025-07-20,Iron mining,Railway,m3,2112.4434443017844
2025-02-22,Foundation pouring,Building,m3,3567.0715952928663
2025-12-05,Cement making,Building,m3,4496.771586815482
2025-12-23,Foundation pouring,Building,m3,4536.293650500493
2025-10-23,Ballast,Railway,m3,873.6582724324127
2025-10-05,Walling,Building,m2,572.3441859734202
2025-07-01,Ballast,Railway,m3,1265.119113052458
2025-10-27,Coat preparation,Road,L,2571.9842703853956
2025-02-24,Ballast,Railway,m3,1569.5144280761326
2025-07-25,Anchorage,Railway,m2,263.1359178886922
2025-03-21,Foundation pouring,Building,m3,2071.202988304749
2025-11-23,Anchorage,Railway,m2,0.9206156318691816
2025-07-07,Walling,Building,m2,2553.43419119659
2025-11-20,Laying steel rail,Railway,m,2567.9845897898513
2025-12-26,Subbase application,Road,m2,2855.02134474383
2025-05-06,Removing trees,Building,m2,1114.368915837221
2025-06-11,Cement making,Building,m3,3790.682886894637
2025-09-28,Laying steel rail,Railway,m,3730.7990559254763
2025-06-08,Cement making,Building,m3,4446.196398980891
2025-06-19,Walling,Building,m2,1299.5711474097955
2025-08-26,Subbase application,Road,m2,2283.9467130680546
2025-02-26,Anchorage,Railway,m2,3960.1775670930965
2025-10-24,Terrain leveling,Building,m3,3995.25079059306
