Date,Activity,Activity type,Unit,Amount executed
2025-09-07,Terrain leveling,Building,m3,4305.745270860112
2025-03-04,Anchorage,Railway,m2,858.4374082105545
2025-12-21,Terrain leveling,Building,m3,4154.896167067191
2025-08-04,Anchorage,Railway,m2,2486.2536758524034
2025-08-10,Terrain leveling,Building,m3,4539.630773256418
2025-10-05,Iron mining,Railway,m3,3745.660182468585
2025-11-09,Foundation pouring,Building,m3,3738.9653605739436
2025-10-19,Removing trees,Building,m2,3406.1615460307667
2025-11-28,Laying steel rail,Railway,m,737.1532647933965
2025-12-19,Anchorage,Railway,m2,697.3761982229188
2025-04-01,Foundation pouring,Building,m3,1055.6473817062733
2025-11-14,Foundation pouring,Building,m3,534.7499789986538
2025-11-26,Cement making,Building,m3,4526.160287420992
2025-03-08,Ballast,Railway,m3,1742.2108626931354
2025-01-11,Subbase application,Road,m2,2555.2612502460397
2025-09-15,Anchorage,Railway,m2,4605.705879290335
2025-10-17,Cement making,Building,m3,1233.8385202801367
2025-10-29,Pavement,Road,m2,3447.888207933696
2025-12-08,Foundation pouring,Building,m3,4314.53050426212
2025-02-26,Ballast,Railway,m3,4077.3744752373605
2025-08-04,Iron mining,Railway,m3,977.2343139185568
2025-05-05,Rolling/Tractor,Road,m2,4413.503120203974
2025-10-29,Coat preparation,Road,L,1084.2691930563149
2025-07-25,Coat preparation,Road,L,3718.8197083069954
2025-12-12,Laying steel rail,Railway,m,4496.801765700437
2025-02-02,Pavement,Road,m2,2257.865243719837
2025-08-16,Ballast,Railway,m3,1983.7055225371064
2025-12-11,Cement making,Building,m3,1835.435981517176
2025-11-22,Coat preparation,Road,L,2350.990226446931
2025-08-06,Anchorage,Railway,m2,215.33467663247097
2025-07-28,Cement making,Building,m3,1999.005489941641
2025-03-27,Subbase application,Road,m2,468.6730411836737
2025-07-01,Ballast,Railway,m3,3067.421267743782
2025-10-26,Iron mining,Railway,m3,2607.795374222134
2025-12-06,Subbase application,Road,m2,342.9731984373535
2025-05-21,Removing trees,Building,m2,4608.541847488637
2025-02-19,Subbase application,Road,m2,3917.4949062377486
2025-06-03,Ballast,Railway,m3,1962.3886489737429
2025-01-01,Pavement,Road,m2,2226.068399816468
2025-06-29,Cement making,Building,m3,3005.4178152387635
2025-11-11,Coat preparation,Road,L,2146.3038914294248
2025-12-24,Cement making,Building,m3,1389.3569054639977
2025-12-08,Anchorage,Railway,m2,4675.794281179436
2025-08-31,Terrain leveling,Building,m3,4559.260399611798
2025-02-21,Walling,Building,m2,4748.523713002744
2025-08-31,Pavement,Road,m2,4022.823417074906
2025-06-27,Rolling/Tractor,Road,m2,4722.176369215636
2025-05-25,Ballast,Railway,m3,499.7196707828155
2025-10-10,Removing trees,Building,m2,1233.4850451400748
2025-02-23,Cement making,Building,m3,1859.5600001476957
2025-03-16,Rolling/Tractor,Road,m2,4541.463038868828
2025-02-01,Cement making,Building,m3,3649.7011915710864
2025-09-19,Iron mining,Railway,m3,1268.924544050478
2025-10-05,Foundation pouring,Building,m3,4206.772433926089
2025-05-16,Cement making,Building,m3,3018.344979028539
2025-11-12,Iron mining,Railway,m3,1987.8149520257427
2025-12-12,Terrain leveling,Building,m3,2632.9485805352565
2025-08-31,Anchorage,Railway,m2,1169.658270608156
2025-04-03,Cement making,Building,m3,1648.9050281330326
2025-03-16,Coat preparation,Road,L,4491.729658187018
2025-03-23,Terrain leveling,Building,m3,4537.534857003382
2025-01-30,Foundation pouring,Building,m3,172.97072961207803
2025-10-26,Pavement,Road,m2,4762.171717756962
2025-08-26,Laying steel rail,Railway,m,2854.8134159193323
2025-03-03,Terrain leveling,Building,m3,2114.43356351194
2025-03-18,Pavement,Road,m2,3418.0456154793296
2025-06-30,Removing trees,Building,m2,4687.5666559329975
2025-12-21,Iron mining,Railway,m3,3122.5359923905603
2025-08-14,Terrain leveling,Building,m3,4675.621114793408
2025-03-01,Iron mining,Railway,m3,1427.7279331469667
2025-11-19,Iron mining,Railway,m3,1738.6977838611413
2025-02-14,Ballast,Railway,m3,1592.9634975818346
2025-09-15,Anchorage,Railway,m2,3275.4979057446117
2025-11-24,Removing trees,Building,m2,2426.359400207425
2025-11-12,Rolling/Tractor,Road,m2,1720.8658944422268
2025-11-12,Pavement,Road,m2,4467.277338394297
2025-08-06,Subbase application,Road,m2,2110.8085656190683
2025-09-12,Rolling/Tractor,Road,m2,4240.465792395524
2025-08-20,Removing trees,Building,m2,100.31516980959331
2025-07-26,Walling,Building,m2,721.5998307984433
2025-05-06,Cement making,Building,m3,3396.8068533066
2025-08-12,Iron mining,Railway,m3,4688.007970927916
2025-10-06,Laying steel rail,Railway,m,1997.672857957174
2025-05-01,Walling,Building,m2,2500.5105501758553
2025-08-01,Terrain leveling,Building,m3,1554.470332254409
2025-04-23,Pavement,Road,m2,3050.040053556528
2025-07-14,Subbase application,Road,m2,786.1875970979182
2025-12-07,Pavement,Road,m2,2005.4916231308855
2025-05-23,Removing trees,Building,m2,4833.615092559001
2025-02-14,Cement making,Building,m3,4188.340733367112
2025-12-21,Anchorage,Railway,m2,287.28882041737455
2025-02-07,Walling,Building,m2,3368.1359122593644
2025-09-21,Coat preparation,Road,L,880.5451017501181
2025-07-15,Terrain leveling,Building,m3,3186.064196124048
2025-06-20,Ballast,Railway,m3,1361.6550822211466
2025-03-17,Foundation pouring,Building,m3,2358.311323359614
2025-06-27,Foundation pouring,Building,m3,2236.4122206954735
2025-02-10,Laying steel rail,Railway,m,2045.6806116774405
2025-09-08,Anchorage,Railway,m2,3093.392643269216
2025-03-31,Laying steel rail,Railway,m,981.5692581749253
2025-03-26,Rolling/Tractor,Road,m2,3323.752054641175
2025-09-18,Rolling/Tractor,Road,m2,979.4546985374153
2025-01-24,Removing trees,Building,m2,1758.0891754958116
2025-10-20,Rolling/Tractor,Road,m2,3067.940578916991
2025-02-11,Rolling/Tractor,Road,m2,2143.698366725387
2025-04-23,Iron mining,Railway,m3,172.43670908529518
2025-11-08,Foundation pouring,Building,m3,2352.422931481479
2025-11-15,Cement making,Building,m3,845.8629208347562
2025-08-09,Ballast,Railway,m3,2665.170201285787
2025-06-30,Subbase application,Road,m2,3586.416112746806
2025-03-15,Removing trees,Building,m2,2643.669509533081
2025-10-10,Removing trees,Building,m2,1230.3342993923688
2025-01-07,Terrain leveling,Building,m3,2739.8610886410015
2025-03-24,Pavement,Road,m2,4405.51657547866
2025-05-26,Laying steel rail,Railway,m,3471.865446240111
2025-12-29,Walling,Building,m2,4133.4915718485845
2025-08-27,Removing trees,Building,m2,2323.1541544641755
2025-03-18,Pavement,Road,m2,2100.084915100052
2025-11-14,Removing trees,Building,m2,1405.5489600294568
2025-08-15,Walling,Building,m2,3528.659712008738
2025-01-21,Subbase application,Road,m2,2821.1205188156723
2025-04-02,Iron mining,Railway,m3,3805.2561645837013
2025-01-31,Cement making,Building,m3,813.9138313600225
2025-11-27,Pavement,Road,m2,265.5248368801666
2025-04-28,Rolling/Tractor,Road,m2,517.5513824464956
2025-06-12,Laying steel rail,Railway,m,2774.0505980420944
2025-10-23,Iron mining,Railway,m3,1973.876900836381
2025-01-02,Laying steel rail,Railway,m,3744.4309643815445
2025-02-21,Pavement,Road,m2,262.51183446911074
2025-01-31,Walling,Building,m2,4072.086997616224
2025-01-13,Walling,Building,m2,4979.972176112998
2025-01-16,Rolling/Tractor,Road,m2,2511.903451872668
2025-09-23,Coat preparation,Road,L,4925.192338359108
2025-06-04,Cement making,Building,m3,2431.9730817913987
2025-07-06,Terrain leveling,Building,m3,968.1493088384718
2025-09-23,Iron mining,Railway,m3,1637.356346723844
2025-04-03,Laying steel rail,Railway,m,1528.8752662492345
2025-10-09,Cement making,Building,m3,4280.158578804298
2025-03-31,Terrain leveling,Building,m3,2501.469594924986
2025-04-13,Cement making,Building,m3,2372.5370101957687
2025-12-27,Terrain leveling,Building,m3,1494.6211550145845
2025-01-27,Foundation pouring,Building,m3,387.5153947725163
2025-07-18,Pavement,Road,m2,3896.3538222443212
2025-09-27,Foundation pouring,Building,m3,2080.6181300148637
2025-10-01,Coat preparation,Road,L,22.819406258279827
2025-11-13,Foundation pouring,Building,m3,2377.1351698860212
2025-07-09,Walling,Building,m2,4792.453595755409
2025-01-30,Cement making,Building,m3,4750.945392707359
2025-08-18,Foundation pouring,Building,m3,3338.035656078553
2025-11-22,Cement making,Building,m3,448.809398117479
2025-05-13,Rolling/Tractor,Road,m2,1387.3792156247305
2025-12-19,Terrain leveling,Building,m3,4588.303023618703
2025-06-12,Coat preparation,Road,L,2312.6300029765807
2025-05-14,Terrain leveling,Building,m3,1149.3862728303084
2025-09-13,Foundation pouring,Building,m3,4469.432678382083
2025-11-22,Laying steel rail,Railway,m,2182.158466262714
2025-09-18,Anchorage,Railway,m2,1868.4057510961982
2025-01-19,Coat preparation,Road,L,2831.674285326174
2025-12-07,Walling,Building,m2,1687.1581031074788
2025-05-01,Subbase application,Road,m2,4621.702168536067
2025-02-17,Coat preparation,Road,L,2533.090563205206
2025-07-08,Ballast,Railway,m3,2601.787580951805
2025-02-27,Foundation pouring,Building,m3,3393.9357912211703
2025-10-19,Rolling/Tractor,Road,m2,2626.596105411102
2025-01-18,Coat preparation,Road,L,3599.73885349279
2025-03-10,Iron mining,Railway,m3,2055.806638226792
2025-12-05,Laying steel rail,Railway,m,1899.0106566828574
2025-03-18,Anchorage,Railway,m2,4311.200271650584
2025-07-17,Rolling/Tractor,Road,m2,1502.1843780305767
2025-09-23,Foundation pouring,Building,m3,4951.353871083272
2025-11-03,Coat preparation,Road,L,3043.2583055947593
2025-04-22,Iron mining,Railway,m3,1591.645022710781
2025-12-16,Anchorage,Railway,m2,2278.4607557717036
2025-01-02,Laying steel rail,Railway,m,3148.1594978993858
2025-04-10,Foundation pouring,Building,m3,1698.6591568574488
2025-03-10,Pavement,Road,m2,1480.4703012081104
2025-01-02,Walling,Building,m2,3346.646565359328
2025-01-07,Ballast,Railway,m3,2683.9204852178445
2025-06-10,Walling,Building,m2,4064.8617262935936
2025-09-07,Pavement,Road,m2,592.6528605274922
2025-08-18,Pavement,Road,m2,2263.881010806263
2025-07-21,Rolling/Tractor,Road,m2,4727.731206107503
2025-04-22,Terrain leveling,Building,m3,4504.381721403936
2025-11-16,Pavement,Road,m2,2109.696068352481
2025-02-18,Pavement,Road,m2,3679.3351872329877
2025-10-13,Laying steel rail,Railway,m,1373.0928998806462
2025-05-15,Cement making,Building,m3,3119.898697245595
2025-05-30,Iron mining,Railway,m3,215.05711008160011
2025-11-27,Anchorage,Railway,m2,325.7121847714184
2025-10-06,Anchorage,Railway,m2,3795.9809916131894
2025-11-30,Cement making,Building,m3,2332.773800098609
2025-02-17,Anchorage,Railway,m2,2624.537662092895
2025-06-05,Cement making,Building,m3,4621.390071723647
2025-12-09,Removing trees,Building,m2,210.68337857503894
2025-09-04,Rolling/Tractor,Road,m2,1371.3283977221995
2025-06-11,Terrain leveling,Building,m3,2289.367932251588
2025-02-10,Subbase application,Road,m2,4276.609832690324
2025-09-08,Rolling/Tractor,Road,m2,3307.090678562922
2025-04-06,Rolling/Tractor,Road,m2,1820.5859674588814
2025-12-17,Subbase application,Road,m2,4647.56142922706
2025-08-11,Iron mining,Railway,m3,3212.147615309232
2025-07-27,Anchorage,Railway,m2,1447.85312522882
2025-02-09,Ballast,Railway,m3,222.0942976751261
2025-07-02,Terrain leveling,Building,m3,1940.7243457970912
2025-04-02,Laying steel rail,Railway,m,3107.7046110514943
2025-06-15,Rolling/Tractor,Road,m2,4842.291838252648
2025-01-19,Subbase application,Road,m2,143.1084267647198
2025-12-14,Cement making,Building,m3,1098.851291987505
2025-01-02,Ballast,Railway,m3,999.780754323093
2025-08-22,Ballast,Railway,m3,2196.1783751920993
2025-11-10,Coat preparation,Road,L,1158.8311185220118
2025-07-25,Rolling/Tractor,Road,m2,1524.7412556343609
2025-08-27,Walling,Building,m2,4545.092819678057
2025-12-23,Removing trees,Building,m2,4962.476383102071
2025-06-26,Laying steel rail,Railway,m,809.5676653853578
2025-01-08,Walling,Building,m2,3782.521716577788
2025-05-13,Walling,Building,m2,3855.6330891816738
2025-07-29,Iron mining,Railway,m3,287.86036908117876
2025-10-29,Laying steel rail,Railway,m,2806.5703230174245
2025-03-12,Foundation pouring,Building,m3,4711.366898586046
2025-12-16,Removing trees,Building,m2,2195.255483453174
2025-10-29,Cement making,Building,m3,63.30966337607269
2025-04-17,Coat preparation,Road,L,566.0079471222806
2025-09-23,Foundation pouring,Building,m3,3845.849833171173
2025-11-30,Removing trees,Building,m2,2305.2151206391914
2025-07-31,Subbase application,Road,m2,2144.295969639545
2025-04-28,Foundation pouring,Building,m3,4549.9134764721975
2025-06-26,Terrain leveling,Building,m3,228.46963210140515
2025-11-30,Coat preparation,Road,L,697.3746130160357
2025-11-07,Cement making,Building,m3,807.0643262536876
2025-06-23,Removing trees,Building,m2,4886.123416865971
2025-08-26,Laying steel rail,Railway,m,2747.7455676752725
2025-07-17,Coat preparation,Road,L,3918.8324385898445
2025-01-11,Cement making,Building,m3,1852.2301707618976
2025-08-03,Anchorage,Railway,m2,2326.1405305305034
2025-09-09,Cement making,Building,m3,1026.8719669881998
2025-07-03,Removing trees,Building,m2,3550.5147806286554
2025-06-17,Removing trees,Building,m2,3455.395003610928
2025-09-19,Rolling/Tractor,Road,m2,780.510634803882
2025-05-08,Ballast,Railway,m3,2623.2798562855382
2025-04-28,Iron mining,Railway,m3,554.8134128845517
2025-05-28,Laying steel rail,Railway,m,1896.7067745645804
2025-08-18,Terrain leveling,Building,m3,3445.7239736424417
2025-11-07,Removing trees,Building,m2,878.551700974951
2025-04-16,Removing trees,Building,m2,4533.639805167842
2025-08-25,Removing trees,Building,m2,1677.2704862430544
2025-07-25,Subbase application,Road,m2,1904.810556479678
2025-12-29,Ballast,Railway,m3,1180.988126750469
2025-12-04,Cement making,Building,m3,4498.306263935649
2025-07-18,Foundation pouring,Building,m3,2250.037852348996
2025-02-06,Foundation pouring,Building,m3,3545.716085706078
2025-12-12,Pavement,Road,m2,1669.7274953512754
2025-01-07,Coat preparation,Road,L,4886.432049143233
2025-03-12,Rolling/Tractor,Road,m2,3656.284829249966
2025-10-13,Rolling/Tractor,Road,m2,2197.2086211012256
2025-10-22,Laying steel rail,Railway,m,2519.6683350604526
2025-07-20,Coat preparation,Road,L,3788.6131743352453
2025-02-21,Coat preparation,Road,L,766.0097927103888
2025-04-20,Rolling/Tractor,Road,m2,31.47834111865977
2025-06-07,Laying steel rail,Railway,m,900.5493848043272
2025-11-13,Iron mining,Railway,m3,4668.8834883964355
2025-07-20,Walling,Building,m2,571.5631149877698
2025-08-07,Terrain leveling,Building,m3,525.7607350515736
2025-09-04,Anchorage,Railway,m2,1501.39249236955
2025-05-11,Coat preparation,Road,L,3278.0312820077625
2025-10-15,Anchorage,Railway,m2,4078.5448017521353
2025-08-08,Walling,Building,m2,2612.2220976089807
2025-03-03,Foundation pouring,Building,m3,153.11152544616124
2025-12-03,Cement making,Building,m3,2967.628851349848
2025-06-05,Ballast,Railway,m3,3776.4834300688835
2025-08-18,Removing trees,Building,m2,76.01578740425718
2025-09-25,Walling,Building,m2,567.4507100918091
2025-08-27,Iron mining,Railway,m3,4215.1683278810815
2025-02-02,Cement making,Building,m3,4454.036962509535
2025-09-24,Walling,Building,m2,2785.828758273869
2025-02-03,Removing trees,Building,m2,1539.506143781016
2025-08-24,Removing trees,Building,m2,2866.986449434441
2025-01-25,Pavement,Road,m2,4249.431565124711
2025-10-02,Pavement,Road,m2,2459.4011060397643
2025-10-05,Rolling/Tractor,Road,m2,4133.945766658863
2025-04-05,Subbase application,Road,m2,1395.7024633206834
2025-06-24,Coat preparation,Road,L,4296.58115974969
2025-10-12,Iron mining,Railway,m3,378.41887946689803
2025-03-03,Walling,Building,m2,391.63841304603375
2025-07-21,Ballast,Railway,m3,3352.6784484283053
2025-09-01,Cement making,Building,m3,4140.808764467439
2025-04-11,Iron mining,Railway,m3,2772.841453911585
2025-08-18,Coat preparation,Road,L,1953.7568140984506
2025-10-11,Anchorage,Railway,m2,3173.554549104744
2025-11-19,Pavement,Road,m2,1255.3138654927643
2025-12-07,Cement making,Building,m3,1494.1385982267884
2025-06-02,Rolling/Tractor,Road,m2,3704.5199903286175
2025-05-10,Walling,Building,m2,1566.1975806926237
2025-07-23,Laying steel rail,Railway,m,1490.5105617340125
2025-01-02,Foundation pouring,Building,m3,3090.0801719799747
2025-03-17,Coat preparation,Road,L,4081.5926493593042
2025-09-29,Cement making,Building,m3,875.4418923910473
2025-05-14,Subbase application,Road,m2,3133.0845757089446
2025-03-08,Rolling/Tractor,Road,m2,3480.631101007189
2025-02-16,Subbase application,Road,m2,94.76045660619326
2025-02-26,Laying steel rail,Railway,m,77.79022264464808
2025-12-02,Pavement,Road,m2,440.09542677402425
2025-03-27,Cement making,Building,m3,3115.1696783476614
2025-05-23,Rolling/Tractor,Road,m2,1328.851194138202
2025-11-13,Anchorage,Railway,m2,411.78171620075256
2025-04-06,Pavement,Road,m2,3045.6764837544715
2025-07-17,Ballast,Railway,m3,3765.6643013630064
2025-06-20,Removing trees,Building,m2,3285.974728387717
2025-07-31,Walling,Building,m2,96.02257668401559
2025-05-03,Terrain leveling,Building,m3,513.8618186581034
2025-09-16,Cement making,Building,m3,2978.601681002076
2025-04-10,Anchorage,Railway,m2,1345.0046768120471
2025-10-20,Foundation pouring,Building,m3,126.91394116924437
2025-08-18,Pavement,Road,m2,1530.7952182539452
2025-08-20,Ballast,Railway,m3,670.3811445033781
2025-03-09,Pavement,Road,m2,2382.826688931067
2025-11-29,Iron mining,Railway,m3,2781.9019308216425
2025-05-04,Iron mining,Railway,m3,4793.05367392015
2025-12-29,Coat preparation,Road,L,4406.545692055758
2025-07-08,Foundation pouring,Building,m3,1712.2307737623478
2025-03-19,Subbase application,Road,m2,181.61153683619312
2025-12-05,Coat preparation,Road,L,3556.044491762613
2025-07-15,Ballast,Railway,m3,554.6426260322718
2025-01-29,Iron mining,Railway,m3,3445.4258038640583
2025-07-21,Removing trees,Building,m2,2085.518133352708
2025-10-09,Pavement,Road,m2,3057.410726988731
2025-11-28,Walling,Building,m2,2743.663257910156
2025-06-19,Subbase application,Road,m2,2690.0054411517795
2025-01-20,Terrain leveling,Building,m3,10.846420350223429
2025-03-13,Subbase application,Road,m2,4625.1072271455205
2025-04-02,Pavement,Road,m2,1899.9311721325946
2025-05-19,Cement making,Building,m3,3125.7972299535436
2025-06-02,Coat preparation,Road,L,3773.177144064257
2025-09-12,Anchorage,Railway,m2,2218.2850702783826
2025-12-03,Cement making,Building,m3,3559.9683186267416
2025-08-11,Ballast,Railway,m3,3496.378774774378
2025-04-21,Cement making,Building,m3,1649.781953828049
2025-03-20,Ballast,Railway,m3,1431.3508962485132
2025-04-29,Removing trees,Building,m2,3185.2848782967408
2025-05-04,Coat preparation,Road,L,1378.1431876787149
2025-02-19,Iron mining,Railway,m3,1562.9932521821443
2025-01-06,Cement making,Building,m3,2617.5403136432396
2025-09-07,Coat preparation,Road,L,3822.201669724194
2025-05-31,Cement making,Building,m3,2262.6522739951583
2025-08-10,Coat preparation,Road,L,2970.9578203221886
2025-06-21,Laying steel rail,Railway,m,3758.076196591532
2025-05-14,Foundation pouring,Building,m3,2661.729099019463
2025-07-05,Walling,Building,m2,1504.6142064550195
2025-01-23,Pavement,Road,m2,2536.909624626582
2025-03-09,Coat preparation,Road,L,16.453893846968825
2025-01-12,Removing trees,Building,m2,3860.1881887991285
2025-07-28,Foundation pouring,Building,m3,1048.1742652936432
2025-07-20,Subbase application,Road,m2,1125.6382178784208
2025-10-16,Rolling/Tractor,Road,m2,574.6272418656251
2025-07-05,Subbase application,Road,m2,4380.676667866956
2025-08-31,Ballast,Railway,m3,2048.3102855918846
2025-07-15,Terrain leveling,Building,m3,247.11627072550536
2025-09-03,Removing trees,Building,m2,4348.8404211204415
2025-03-18,Subbase application,Road,m2,2608.645209971071
2025-04-13,Subbase application,Road,m2,3551.9750279238488
2025-07-04,Anchorage,Railway,m2,2732.291424064159
2025-01-09,Coat preparation,Road,L,4527.58280174607
2025-01-27,Laying steel rail,Railway,m,1081.7625325328834
2025-04-14,Anchorage,Railway,m2,1295.2286799326162
2025-12-01,Foundation pouring,Building,m3,184.8331870569686
2025-12-11,Anchorage,Railway,m2,2562.615011586305
2025-02-23,Ballast,Railway,m3,4854.91283196461
2025-01-21,Pavement,Road,m2,4407.958339952306
2025-04-24,Coat preparation,Road,L,3605.1690999986176
2025-02-24,Anchorage,Railway,m2,276.2461335036698
2025-12-23,Ballast,Railway,m3,795.5846430887831
2025-12-20,Coat preparation,Road,L,1396.8793590880423
2025-03-28,Pavement,Road,m2,3529.4283273633378
2025-03-04,Iron mining,Railway,m3,4124.014529874778
2025-12-10,Walling,Building,m2,473.0711528152598
2025-02-23,Laying steel rail,Railway,m,200.36945981764754
2025-03-17,Pavement,Road,m2,2065.95498814077
2025-09-02,Coat preparation,Road,L,3371.6534252143547
2025-09-15,Coat preparation,Road,L,266.81773485634943
2025-05-25,Subbase application,Road,m2,375.2844394303356
2025-08-03,Ballast,Railway,m3,1345.8385709904087
2025-12-28,Iron mining,Railway,m3,4008.698037642734
2025-01-04,Pavement,Road,m2,1874.9177874622808
2025-08-28,Foundation pouring,Building,m3,3586.25696947849
2025-10-01,Pavement,Road,m2,1131.4505160491944
2025-03-14,Coat preparation,Road,L,2628.319026348506
2025-09-29,Coat preparation,Road,L,4553.169124647108
2025-06-21,Terrain leveling,Building,m3,1522.0828985289074
2025-08-02,Removing trees,Building,m2,2648.262925012305
2025-01-09,Removing trees,Building,m2,4253.941280329432
2025-06-16,Removing trees,Building,m2,2158.270102421431
2025-11-12,Anchorage,Railway,m2,3161.6485315460495
2025-09-14,Anchorage,Railway,m2,1120.2672956459448
2025-07-05,Rolling/Tractor,Road,m2,187.9358836653039
2025-12-02,Foundation pouring,Building,m3,3405.6460302705136
2025-12-06,Laying steel rail,Railway,m,953.4570574593215
2025-06-19,Pavement,Road,m2,998.0961707481695
2025-11-04,Rolling/Tractor,Road,m2,1396.1479607241856
2025-09-16,Pavement,Road,m2,2683.0638474202756
2025-05-08,Ballast,Railway,m3,2958.159066802406
2025-01-22,Pavement,Road,m2,471.49458899208463
2025-08-01,Walling,Building,m2,4724.250736550932
2025-01-20,Ballast,Railway,m3,1285.6026007334071
2025-07-28,Walling,Building,m2,332.60113483874034
2025-08-28,Foundation pouring,Building,m3,554.0721525786068
2025-10-01,Anchorage,Railway,m2,3367.8932649786902
2025-05-30,Pavement,Road,m2,55.71630622641044
2025-12-09,Pavement,Road,m2,1706.748685038928
2025-09-13,Foundation pouring,Building,m3,3818.310351749612
2025-05-08,Removing trees,Building,m2,4488.332228955609
2025-09-20,Subbase application,Road,m2,4124.035384720908
2025-08-27,Subbase application,Road,m2,3021.449959893675
2025-12-28,Rolling/Tractor,Road,m2,3742.58518053822
2025-07-08,Laying steel rail,Railway,m,678.7212347992782
2025-01-29,Iron mining,Railway,m3,3752.22084092675
2025-08-17,Ballast,Railway,m3,3255.3518185951257
2025-06-13,Pavement,Road,m2,2609.5053782006216
2025-02-21,Ballast,Railway,m3,3143.450411734107
2025-04-01,Iron mining,Railway,m3,2178.595536540384
2025-06-02,Foundation pouring,Building,m3,3173.3863230213183
2025-10-07,Iron mining,Railway,m3,3966.158334810253
2025-10-29,Iron mining,Railway,m3,2953.91186123378
2025-03-03,Anchorage,Railway,m2,1860.4447889372461
2025-11-08,Pavement,Road,m2,777.0930661401809
2025-05-10,Subbase application,Road,m2,4821.888302181676
2025-02-07,Pavement,Road,m2,2588.787692442763
2025-01-17,Ballast,Railway,m3,4593.788610534035
2025-08-16,Subbase application,Road,m2,3528.646802036658
2025-05-14,Laying steel rail,Railway,m,3018.0283729454895
2025-04-21,Subbase application,Road,m2,3155.4393075237435
2025-05-29,Foundation pouring,Building,m3,3672.09680469021
2025-12-06,Ballast,Railway,m3,3655.8117548709774
2025-07-24,Walling,Building,m2,1556.541015057129
2025-01-20,Rolling/Tractor,Road,m2,3221.198104522825
2025-12-15,Laying steel rail,Railway,m,2519.827151150808
2025-07-06,Terrain leveling,Building,m3,3924.143089703438
2025-03-22,Ballast,Railway,m3,4120.813308469493
2025-02-22,Laying steel rail,Railway,m,3059.338142265054
2025-07-29,Rolling/Tractor,Road,m2,4104.833854392181
2025-06-04,Coat preparation,Road,L,2185.6107659217773
2025-02-20,Removing trees,Building,m2,4561.892441353881
2025-07-23,Foundation pouring,Building,m3,3334.2355117166962
2025-05-13,Ballast,Railway,m3,3895.6083080405547
2025-09-21,Removing trees,Building,m2,3779.419443052136
2025-03-10,Subbase application,Road,m2,2757.2347086332397
2025-11-03,Laying steel rail,Railway,m,4813.697239461284
2025-02-18,Walling,Building,m2,1184.9751851453045
2025-10-13,Ballast,Railway,m3,1471.15189192969
2025-08-16,Laying steel rail,Railway,m,4976.581015492284
2025-03-06,Anchorage,Railway,m2,603.6680294288171
2025-12-26,Anchorage,Railway,m2,4251.283285236015
2025-12-18,Cement making,Building,m3,3070.46413689978
2025-10-04,Cement making,Building,m3,3710.8619348112093
2025-07-24,Terrain leveling,Building,m3,4651.500052105056
2025-05-08,Foundation pouring,Building,m3,4071.2944826535413
2025-08-07,Pavement,Road,m2,2165.4124892401233
2025-04-01,Anchorage,Railway,m2,4835.072123855044
2025-02-22,Cement making,Building,m3,4858.698347555207
2025-10-22,Rolling/Tractor,Road,m2,4135.887389265545
2025-07-10,Laying steel rail,Railway,m,2553.0928226128613
2025-07-31,Laying steel rail,Railway,m,3984.84601471234
2025-01-04,Anchorage,Railway,m2,1082.52938850272
2025-11-04,Coat preparation,Road,L,350.3560114376558
2025-03-01,Subbase application,Road,m2,1931.6259544666675
2025-01-01,Ballast,Railway,m3,4129.00163793978
2025-01-11,Ballast,Railway,m3,2588.1082423217745
2025-07-07,Cement making,Building,m3,25.50042824148835
2025-11-11,Removing trees,Building,m2,247.62402146105978
2025-03-26,Iron mining,Railway,m3,2516.6140579453167
2025-01-04,Iron mining,Railway,m3,1138.5561802885952
2025-08-26,Anchorage,Railway,m2,2583.865765515781
2025-04-19,Walling,Building,m2,2766.1220917412206
2025-02-11,Foundation pouring,Building,m3,2467.212808665485
2025-01-12,Removing trees,Building,m2,4880.5460303328355
2025-04-19,Coat preparation,Road,L,1817.4058169852187
2025-12-28,Terrain leveling,Building,m3,2446.5652123965715
2025-04-08,Cement making,Building,m3,3856.491643333262
2025-01-27,Foundation pouring,Building,m3,4496.030781126017
2025-04-08,Laying steel rail,Railway,m,338.50532337156847
2025-08-16,Iron mining,Railway,m3,568.7877024475318
2025-07-14,Rolling/Tractor,Road,m2,627.455896692119
2025-12-23,Laying steel rail,Railway,m,1748.1761091867315
2025-01-19,Walling,Building,m2,1265.7157933008234
2025-03-28,Ballast,Railway,m3,3757.027173156458
2025-12-07,Anchorage,Railway,m2,4228.221444563199
2025-08-11,Foundation pouring,Building,m3,1550.4951302014358
2025-04-12,Cement making,Building,m3,178.71679021060794
2025-09-09,Laying steel rail,Railway,m,4597.864991142978
2025-06-27,Ballast,Railway,m3,3542.7192616867605
2025-04-01,Walling,Building,m2,2032.9090770896553
2025-03-09,Ballast,Railway,m3,1963.9344159668453
2025-08-17,Rolling/Tractor,Road,m2,1939.5863383744106
2025-02-03,Laying steel rail,Railway,m,4639.348689062106
2025-09-08,Subbase application,Road,m2,2766.935250831385
2025-07-17,Foundation pouring,Building,m3,2352.9094643064495
2025-08-30,Foundation pouring,Building,m3,695.8074861624148
2025-04-01,Foundation pouring,Building,m3,2515.1605030846176
2025-02-04,Removing trees,Building,m2,4344.430420984586
2025-08-29,Laying steel rail,Railway,m,2729.9236261425826
